Denunciante;URL o dominio denunciado;Plazo de bloqueo (días);Enlace a Resolución de URSEC
Consorcio Cable Visión San José;librefutboltv.com;30;Resolución N° 78/023 de 10 de mayo de 2023
Consorcio Cable Visión San José;sfntv.xyz;30;Resolución N° 78/023 de 10 de mayo de 2023
Consorcio Cable Visión San José;https://futbollibre.lol/;30;Resolución N° 125/023 de 26 de junio de 2023
Consorcio Cable Visión San José;https://futbol-libre.org/;30;Resolución N° 125/023 de 26 de junio de 2023
Consorcio Cable Visión San José;https://futbollibrehd.com/;30;Resolución N° 125/023 de 26 de junio de 2023
Consorcio Cable Visión San José;https://futbollibrehd.com/;30;Resolución N° 125/023 de 26 de junio de 2023
Consorcio Cable Visión San José;https://futbol-libre.tv/;30;Resolución N° 125/023 de 26 de junio de 2023
Consorcio Cable Visión San José;https://www.pirlo.tv/;30;Resolución N° 125/023 de 26 de junio de 2023
Consorcio Cable Visión San José;https://sfndeportes.com/;30;Resolución N° 125/023 de 26 de junio de 2023
Consorcio Cable Visión San José;https://megatelevisionhd.live/;30;Resolución N° 125/023 de 26 de junio de 2023
Consorcio Cable Visión San José;https://futbolparatodos.online/es/;30;Resolución N° 125/023 de 26 de junio de 2023
Consorcio Cable Visión San José;https://pelotalibre.com/;30;Resolución N° 125/023 de 26 de junio de 2023
Consorcio Cable Visión San José;https://megadeportes.xyz/;30;Resolución N° 125/023 de 26 de junio de 2023
Directv del Uruguay Ltda;https://playtvmax.com/;30;Resolución N° 143/023 de 13 de julio de 2023
Directv del Uruguay Ltda;http://moontools.me/;30;Resolución N° 143/023 de 13 de julio de 2023
Directv del Uruguay Ltda;http://mylatinotvmoon.com/;30;Resolución N° 143/023 de 13 de julio de 2023
Florida Satelital Srl;https://krakentv.pro/;30;Resolución N° 144/023 de 13 de julio de 2023
Florida Satelital Srl;http://www.listasiptvactualizadas.com/;30;Resolución N° 144/023 de 13 de julio de 2023
Florida Satelital Srl;https://www.vertvcable.com/;30;Resolución N° 173/023 de 03 de agosto de 2023
Florida Satelital Srl;https://cablegratis.online/;30;Resolución N° 173/023 de 03 de agosto de 2023
Directv del Uruguay Ltda;https://canales.online/;30;Resolución N° 179/023 de 17 de agosto de 2023
Directv del Uruguay Ltda;https://librefutboltv.com/;30;Resolución N° 179/023 de 17 de agosto de 2023
Directv del Uruguay Ltda;https://tvplusgratis.com/;30;Resolución N° 179/023 de 17 de agosto de 2023
Directv del Uruguay Ltda;https://futbollibre.app/;30;Resolución N° 179/023 de 17 de agosto de 2023
Directv del Uruguay Ltda;https://www.rojadirectaenvivo.club/;30;Resolución N° 179/023 de 17 de agosto de 2023
Directv del Uruguay Ltda;https://www.rojadirectaenvivo.fr/;30;Resolución N° 179/023 de 17 de agosto de 2023
Directv del Uruguay Ltda;https://www.televisiongratishd.com/;30;Resolución N° 179/023 de 17 de agosto de 2023
Directv del Uruguay Ltda;https://rojadirectatvlive.me/;30;Resolución N° 265/023 de 12 de octubre de 2023
Directv del Uruguay Ltda;https://megadeportes.xyz/;30;Resolución N° 265/023 de 12 de octubre de 2023
Directv del Uruguay Ltda;"https://futbollibre.click/;";30;Resolución N° 265/023 de 12 de octubre de 2023
Directv del Uruguay Ltda;"https://futbollibre.futbol/;";30;Resolución N° 265/023 de 12 de octubre de 2023
Directv del Uruguay Ltda;https://www.futbollibre.run/;30;Resolución N° 265/023 de 12 de octubre de 2023
Directv del Uruguay Ltda;https://latele-envivo.com/;30;Resolución N° 265/023 de 12 de octubre de 2023
Directv del Uruguay Ltda;https://librefutbol.su/;30;Resolución N° 265/023 de 12 de octubre de 2023
Directv del Uruguay Ltda;https://televisiongratishd.com/;30;Resolución N° 265/023 de 12 de octubre de 2023
Directv del Uruguay Ltda;https://telegratishd.com/;30;Resolución N° 265/023 de 12 de octubre de 2023
Directv del Uruguay Ltda;https://tarjetarojatvonline.sx/;30;Resolución N° 265/023 de 12 de octubre de 2023
Directv del Uruguay Ltda;https://portalbarranca.com/;30;Resolución N° 264/023 de 12 de octubre de 2023
Directv del Uruguay Ltda;https://futbolfullenvivo.com/;30;Resolución N° 264/023 de 12 de octubre de 2023
Directv del Uruguay Ltda;https://rojadirectaenvivo.me;30;Resolución N° 264/023 de 12 de octubre de 2023
Directv del Uruguay Ltda;https://tvplusgratis.com;30;Resolución N° 264/023 de 12 de octubre de 2023
Directv del Uruguay Ltda;https://futbolparatodostv.com;30;Resolución N° 264/023 de 12 de octubre de 2023
Directv del Uruguay Ltda;https://sfndeportes.com/;30;Resolución N° 264/023 de 12 de octubre de 2023
Directv del Uruguay Ltda;https://pelotalibre.com/;30;Resolución N° 264/023 de 12 de octubre de 2023
Directv del Uruguay Ltda;https://megadeportes.xyz;30;Resolución N° 264/023 de 12 de octubre de 2023
Directv del Uruguay Ltda;https://rojadirectatvhd.com/;30;Resolución N° 264/023 de 12 de octubre de 2023
Directv del Uruguay Ltda;https://rojadirectatvhd.it;30;Resolución N° 264/023 de 12 de octubre de 2023
Directv del Uruguay Ltda;https://futbollibre.lol/;30;Resolución N° 263/023 de 12 de octubre de 2023
Directv del Uruguay Ltda;https://megatelevisionhd.com/;30;Resolución N° 263/023 de 12 de octubre de 2023
Directv del Uruguay Ltda;https://rojadirectatvhd.es/;30;Resolución N° 263/023 de 12 de octubre de 2023
Directv del Uruguay Ltda;https://sfntv.xyz/;30;Resolución N° 263/023 de 12 de octubre de 2023
Directv del Uruguay Ltda;https://pirlotv.fr/;30;Resolución N° 263/023 de 12 de octubre de 2023
Directv del Uruguay Ltda;https://futbol-libre.org/;30;Resolución N° 263/023 de 12 de octubre de 2023
Directv del Uruguay Ltda;https://futbollibrehd.com/;30;Resolución N° 263/023 de 12 de octubre de 2023
Directv del Uruguay Ltda;https://vertvcable.com/;30;Resolución N° 263/023 de 12 de octubre de 2023
Directv del Uruguay Ltda;https://canales.online/;30;Resolución N° 263/023 de 12 de octubre de 2023
Directv del Uruguay Ltda;https://cablegratis.online/;30;Resolución N° 263/023 de 12 de octubre de 2023
Directv del Uruguay Ltda;https://teleriumtv.run/;30;Resolución N° 299/023 de 1 de noviembre de 2023
Directv del Uruguay Ltda;https://pirlotv.app/;30;Resolución N° 299/023 de 1 de noviembre de 2023
Directv del Uruguay Ltda;https://futbolfullenvivo.nl/;30;Resolución N° 301/023 de 1 de noviembre de 2023
Directv del Uruguay Ltda;https://televisionlibre.futbol/;30;Resolución N° 301/023 de 1 de noviembre de 2023
Directv del Uruguay Ltda;https://futbolparatodostv.online/;30;Resolución N° 301/023 de 1 de noviembre de 2023
Directv del Uruguay Ltda;https://futbolparatodostv.co/;30;Resolución N° 301/023 de 1 de noviembre de 2023
Directv del Uruguay Ltda;https://vemosgratis.com/;30;Resolución N° 301/023 de 1 de noviembre de 2023
Directv del Uruguay Ltda;https://futbollibretyc.com/;30;Resolución N° 301/023 de 1 de noviembre de 2023
Directv del Uruguay Ltda;https://futbol-libre.tv/;30;Resolución N° 301/023 de 1 de noviembre de 2023
Directv del Uruguay Ltda;https://television.libre.futbol/;30;Resolución N° 301/023 de 1 de noviembre de 2023
Directv del Uruguay Ltda;https://libre.futbol/;30;Resolución N° 301/023 de 1 de noviembre de 2023
Directv del Uruguay Ltda;https://futbolfullenvivo.nl/;30;Resolución N° 308/023 de 6 de noviembre de 2023
Directv del Uruguay Ltda;https://televisionlibre.futbol/;30;Resolución N° 308/023 de 6 de noviembre de 2023
Directv del Uruguay Ltda;https://futbolparatodostv.online/;30;Resolución N° 308/023 de 6 de noviembre de 2023
Directv del Uruguay Ltda;https://futbolparatodostv.co/;30;Resolución N° 308/023 de 6 de noviembre de 2023
Directv del Uruguay Ltda;https://vemosgratis.com/;30;Resolución N° 308/023 de 6 de noviembre de 2023
Directv del Uruguay Ltda;https://futbollibretyc.com/;30;Resolución N° 308/023 de 6 de noviembre de 2023
Directv del Uruguay Ltda;https://futbol-libre.tv/;30;Resolución N° 308/023 de 6 de noviembre de 2023
Directv del Uruguay Ltda;https://television.libre.futbol/;30;Resolución N° 308/023 de 6 de noviembre de 2023
Directv del Uruguay Ltda;https://libre.futbol/;30;Resolución N° 308/023 de 6 de noviembre de 2023
Trinidad Video Cable S.A;http://exitotv.boo/;30;Resolución N° 305/023 de 1 de noviembre de 2023
Trinidad Video Cable S.A;https://exitotv.boo/;30;Resolución N° 305/023 de 1 de noviembre de 2023
Trinidad Video Cable S.A;https://photocall.tv/;30;Resolución N° 306/023 de 1 de noviembre de 2023
Trinidad Video Cable S.A;https://latele.org/;30;Resolución N° 306/023 de 1 de noviembre de 2023
Trinidad Video Cable S.A;https://pirlotv.pub/;30;Resolución N° 306/023 de 1 de noviembre de 2023
Directv del Uruguay Ltda;http://ky-iptv.com/;30;Resolución N° 333/023 de 16 de noviembre de 2023
Directv del Uruguay Ltda;https://falcontv.tv/;30;Resolución N° 333/023 de 16 de noviembre de 2023
Directv del Uruguay Ltda;https://telelatino.app/;30;Resolución N° 333/023 de 16 de noviembre de 2023
Directv del Uruguay Ltda;https://tvmagis.net/;30;Resolución N° 333/023 de 16 de noviembre de 2023
Directv del Uruguay Ltda;https://www.footlooseband.com/;30;Resolución N° 333/023 de 16 de noviembre de 2023
Directv del Uruguay Ltda;https://app.latino9.com/;30;Resolución N° 333/023 de 16 de noviembre de 2023
Directv del Uruguay Ltda;https://iptvsmarterspro.net/;30;Resolución N° 333/023 de 16 de noviembre de 2023
Directv del Uruguay Ltda;http://ottc.pro/;30;Resolución N° 333/023 de 16 de noviembre de 2023
Directv del Uruguay Ltda;http://ott-cdn.me/;30;Resolución N° 333/023 de 16 de noviembre de 2023
Directv del Uruguay Ltda;https://magistvla.com/;30;Resolución N° 333/023 de 16 de noviembre de 2023
Directv del Uruguay Ltda;https://www.rojadirectatvlive.tv/;30;Resolución N° 352/023 de 30 de noviembre de 2023
Directv del Uruguay Ltda;https://megadeportes.xyz/;30;Resolución N° 352/023 de 30 de noviembre de 2023
Directv del Uruguay Ltda;https://futbollibre.click/;30;Resolución N° 352/023 de 30 de noviembre de 2023
Directv del Uruguay Ltda;https://futbollibre.futbol/;30;Resolución N° 352/023 de 30 de noviembre de 2023
Directv del Uruguay Ltda;https://www.futbollibre.run/;30;Resolución N° 352/023 de 30 de noviembre de 2023
Directv del Uruguay Ltda;https://lateleenvivo.com/;30;Resolución N° 352/023 de 30 de noviembre de 2023
Directv del Uruguay Ltda;https://librefutbol.su/;30;Resolución N° 352/023 de 30 de noviembre de 2023
Directv del Uruguay Ltda;https://televisiongratishd.com/;30;Resolución N° 352/023 de 30 de noviembre de 2023
Directv del Uruguay Ltda;https://telegratishd.com/;30;Resolución N° 352/023 de 30 de noviembre de 2023
Directv del Uruguay Ltda;https://ww1.tarjetarojatvonline.sx/;30;Resolución N° 352/023 de 30 de noviembre de 2023
Directv del Uruguay Ltda;https://portalbarranca.com/;30;Resolución N° 353/023 de 30 de noviembre de 2023
Directv del Uruguay Ltda;https://futbolfullenvivo.com/;30;Resolución N° 353/023 de 30 de noviembre de 2023
Directv del Uruguay Ltda;https://rojadirectaenvivo.me/;30;Resolución N° 353/023 de 30 de noviembre de 2023
Directv del Uruguay Ltda;https://tvplusgratis.com/;30;Resolución N° 353/023 de 30 de noviembre de 2023
Directv del Uruguay Ltda;https://www.rojadirectatv.de/;30;Resolución N° 353/023 de 30 de noviembre de 2023
Directv del Uruguay Ltda;https://sfndeportes.com/;30;Resolución N° 353/023 de 30 de noviembre de 2023
Directv del Uruguay Ltda;https://pelotalibre.com/;30;Resolución N° 353/023 de 30 de noviembre de 2023
Directv del Uruguay Ltda;https://megadeportes.xyz/;30;Resolución N° 353/023 de 30 de noviembre de 2023
Directv del Uruguay Ltda;https://rojadirectatvhd.com/;30;Resolución N° 353/023 de 30 de noviembre de 2023
Directv del Uruguay Ltda;https://rojadirectatvhd.it/;30;Resolución N° 353/023 de 30 de noviembre de 2023
Directv del Uruguay Ltda;https://futbollibre.lol/;30;Resolución N° 354/023 de 30 de noviembre de 2023
Directv del Uruguay Ltda;https://megatelevisionhd.com/;30;Resolución N° 354/023 de 30 de noviembre de 2023
Directv del Uruguay Ltda;https://rojadirectatvhd.com.es/;30;Resolución N° 354/023 de 30 de noviembre de 2023
Directv del Uruguay Ltda;https://www.vertvenvivo.net/;30;Resolución N° 354/023 de 30 de noviembre de 2023
Directv del Uruguay Ltda;https://pirlotv.fr/;30;Resolución N° 354/023 de 30 de noviembre de 2023
Directv del Uruguay Ltda;https://futbol-libre.org/;30;Resolución N° 354/023 de 30 de noviembre de 2023
Directv del Uruguay Ltda;https://futbollibrehd.com/;30;Resolución N° 354/023 de 30 de noviembre de 2023
Directv del Uruguay Ltda;https://vertvcable.com/;30;Resolución N° 354/023 de 30 de noviembre de 2023
Directv del Uruguay Ltda;https://canales.online/;30;Resolución N° 354/023 de 30 de noviembre de 2023
Directv del Uruguay Ltda;https://sfntv.xyz/;30;Resolución N° 354/023 de 30 de noviembre de 2023
Directv del Uruguay Ltda;https://www.magistv.video/;30;Resolución N° 329/023 de 7 de diciembre de 2023
Directv del Uruguay Ltda;https://telelatino-vip.com/;30;Resolución N° 329/023 de 7 de diciembre de 2023
Directv del Uruguay Ltda;https://magistvplus.com/;30;Resolución N° 329/023 de 7 de diciembre de 2023
Directv del Uruguay Ltda;https://descargartelelatino.app/;30;Resolución N° 329/023 de 7 de diciembre de 2023
Directv del Uruguay Ltda;https://bluiptv.com/;30;Resolución N° 329/023 de 7 de diciembre de 2023
Directv del Uruguay Ltda;http://tv.latiniptvplus.com:8000/;30;Resolución N° 329/023 de 7 de diciembre de 2023
Directv del Uruguay Ltda;http://iptbest.xyz/;30;Resolución N° 329/023 de 7 de diciembre de 2023
Directv del Uruguay Ltda;https://iptvsuperlatino.com/;30;Resolución N° 329/023 de 7 de diciembre de 2023
Directv del Uruguay Ltda;http://totalplay.site/;30;Resolución N° 329/023 de 7 de diciembre de 2023
Directv del Uruguay Ltda;http://exitotv.uno/;30;Resolución N° 329/023 de 7 de diciembre de 2023
Directv del Uruguay Ltda;https://futbollibre.futbol/;30;Resolución Nº 24/024 de 1 de febrero de 2024
Directv del Uruguay Ltda;https://futbolfullenvivo.nl/;30;Resolución Nº 24/024 de 1 de febrero de 2024
Directv del Uruguay Ltda;https://futbollibre.lol/;30;Resolución Nº 24/024 de 1 de febrero de 2024
Directv del Uruguay Ltda;https://futbolparatodostv.online/;30;Resolución Nº 24/024 de 1 de febrero de 2024
Directv del Uruguay Ltda;https://futbolparatodostv.co/;30;Resolución Nº 24/024 de 1 de febrero de 2024
Directv del Uruguay Ltda;https://vemosgratis.com/;30;Resolución Nº 24/024 de 1 de febrero de 2024
Directv del Uruguay Ltda;https://freelive.sx/;30;Resolución Nº 24/024 de 1 de febrero de 2024
Directv del Uruguay Ltda;https://freelive.xyz/;30;Resolución Nº 24/024 de 1 de febrero de 2024
Directv del Uruguay Ltda;https://futbollibretyc.com/;30;Resolución Nº 24/024 de 1 de febrero de 2024
Directv del Uruguay Ltda;https://futbol-libre.tv/;30;Resolución Nº 24/024 de 1 de febrero de 2024
Directv del Uruguay Ltda;https://teleriumtv.run/;30;Resolución N° 47/024 de 21 de febrero de 2024
Directv del Uruguay Ltda;https://www.futbollibre.run/;30;Resolución N° 47/024 de 21 de febrero de 2024
Directv del Uruguay Ltda;https://rojadirectatvhd.it/;30;Resolución N° 47/024 de 21 de febrero de 2024
Directv del Uruguay Ltda;https://www.pirlotv.uno/;30;Resolución N° 47/024 de 21 de febrero de 2024
Directv del Uruguay Ltda;https://megadeportes.xyz/;30;Resolución N° 47/024 de 21 de febrero de 2024
Directv del Uruguay Ltda;https://megadeportestv2.com/;30;Resolución N° 47/024 de 21 de febrero de 2024
Directv del Uruguay Ltda;https://www.rojadirectatv.de/;30;Resolución N° 47/024 de 21 de febrero de 2024
Directv del Uruguay Ltda;https://www.rojadirectatv.nl/;30;Resolución N° 47/024 de 21 de febrero de 2024
Directv del Uruguay Ltda;https://tvplusgratis.com/;30;Resolución N° 47/024 de 21 de febrero de 2024
Directv del Uruguay Ltda;https://www.futbollibretv.futbol/;30;Resolución N° 47/024 de 21 de febrero de 2024
Directv del Uruguay Ltda;https://libre.futbol/;30;Resolución N° 55/024 de 29 de febrero de 2024
Directv del Uruguay Ltda;https://television.libre.futbol/;30;Resolución N° 55/024 de 29 de febrero de 2024
Directv del Uruguay Ltda;https://www.rojadirectatvlive.tv/;30;Resolución N° 55/024 de 29 de febrero de 2024
Directv del Uruguay Ltda;https://www.rojadirectahdenvivo.com/;30;Resolución N° 55/024 de 29 de febrero de 2024
Directv del Uruguay Ltda;https://librefutboltv.com/;30;Resolución N° 55/024 de 29 de febrero de 2024
Directv del Uruguay Ltda;https://librefutboltv.net/;30;Resolución N° 55/024 de 29 de febrero de 2024
Directv del Uruguay Ltda;https://futbollibre.app/;30;Resolución N° 55/024 de 29 de febrero de 2024
Directv del Uruguay Ltda;https://rojadirectatvhd.es/;30;Resolución N° 55/024 de 29 de febrero de 2024
Directv del Uruguay Ltda;https://pirlotv.app/;30;Resolución N° 55/024 de 29 de febrero de 2024
Directv del Uruguay Ltda;http://etvhome.com/;30;Resolución N° 55/024 de 29 de febrero de 2024
Directv del Uruguay Ltda;https://rojadirectaenvivo.me/;30;Resolución N° 53/024 de 29 de febrero de 2024
Directv del Uruguay Ltda;https://futbolfullenvivo.com/;30;Resolución N° 53/024 de 29 de febrero de 2024
Directv del Uruguay Ltda;https://deporte-libre.net/;30;Resolución N° 53/024 de 29 de febrero de 2024
Directv del Uruguay Ltda;https://portalbarranca.com/;30;Resolución N° 53/024 de 29 de febrero de 2024
Directv del Uruguay Ltda;https://televisiongratishd.com/;30;Resolución N° 53/024 de 29 de febrero de 2024
Directv del Uruguay Ltda;https://librefutbol.su/;30;Resolución N° 53/024 de 29 de febrero de 2024
Directv del Uruguay Ltda;https://futbol-libre.org/;30;Resolución N° 53/024 de 29 de febrero de 2024
Directv del Uruguay Ltda;https://futbollibrehd.com/;30;Resolución N° 53/024 de 29 de febrero de 2024
Directv del Uruguay Ltda;https://futbollibrehd.net/;30;Resolución N° 53/024 de 29 de febrero de 2024
Directv del Uruguay Ltda;https://telegratishd.com/;30;Resolución N° 53/024 de 29 de febrero de 2024
Directv del Uruguay Ltda;https://lateleenvivo.com/;30;Resolución N° 65/024 de 14 de marzo de 2024
Directv del Uruguay Ltda;https://www.tarjetarojatvenvivo.net/;30;Resolución N° 65/024 de 14 de marzo de 2024
Directv del Uruguay Ltda;https://futbollibre.futbol/;30;Resolución N° 68/024 de 14 de marzo de 2024
Directv del Uruguay Ltda;https://futbolfullenvivo.nl/;30;Resolución N° 68/024 de 14 de marzo de 2024
Directv del Uruguay Ltda;https://futbollibre.lol/;30;Resolución N° 68/024 de 14 de marzo de 2024
Directv del Uruguay Ltda;https://futbolparatodostv.co/;30;Resolución N° 68/024 de 14 de marzo de 2024
Directv del Uruguay Ltda;https://futbolparatodostv.online/;30;Resolución N° 68/024 de 14 de marzo de 2024
Directv del Uruguay Ltda;https://www.tutvuy.com/;30;Resolución N° 86/024 de 27 de marzo de 2024
Directv del Uruguay Ltda;http://dnslivetv.online/;30;Resolución N° 86/024 de 27 de marzo de 2024
Trinidad Video Cable S.A;https://photocall.xyz.;30;Resolución N° 92/024 de 4 de abril de 2024
Directv del Uruguay Ltda;https://vemosgratis.com/ ;30;Resolución N° 93/024 de 04 de abril de 2024
Directv del Uruguay Ltda;https://bigsala.com/.;30;Resolución N° 93/024 de 04 de abril de 2024
